feature1,feature2,label
1.690525703800356,-0.4659373705408328,0
0.0328201636785844,0.40751628299650783,1
-0.7889230286257386,0.00206557290594813,1
-0.0008903858579313628,-1.7547243063454208,1
1.0176580056634932,0.6004985159195494,1
-0.6254289739667597,-0.17154826119572117,0
0.5052993741967516,-0.261356415191647,0
-0.2427490786725466,-1.4532414124907906,0
0.5545803118918878,0.12388090528703843,1
0.2744599237599636,-1.5265245318698402,0
1.6506996911864755,0.15433553545635803,1
-0.3871399432863881,2.029072220761112,1
-0.04538602986064609,-1.4506786991465748,1
-0.4052278554276867,-2.2883151019717225,1
1.0493965493432547,-0.41647431852001854,0
-0.7425535252045677,1.0724701315754954,1
-1.6510755894058389,0.535429356326091,0
-2.0644148031211755,-0.6621593396668087,1
-1.2042198455997326,1.461975627213524,0
1.7661608779293339,-0.3294137519130651,0
0.8407332421435357,-0.17998640125235033,1
0.5680618873279819,-0.7528371964214647,0
-1.708339203167056,-1.803098658479741,0
0.38312185175751196,2.2475950528076996,1
0.269411630507887,-0.5246046194008523,0
1.9120188623319405,0.23730184663719345,1
0.10143398521161544,0.25257773555531754,0
-0.13237719756684715,-0.3094763405888804,1
-1.4349634660355541,0.5016241231810408,1
-0.09477545043989416,1.1930859223440107,0
-0.3688184684478463,-1.9063698785304681,1
-0.0996106318948645,1.6995372967466809,0
-0.38342312293151254,-0.8898568610207493,1
-1.193591922258183,-1.0500168110753734,1
-0.30019373680016304,-1.1799820934582053,1
1.4976391155975834,-0.28263523607538044,0
0.10864837149473018,1.4382395207337566,1
1.5033185204169108,-0.21273296701756084,0
0.3319742154884982,0.7350265843773598,1
-0.1928554603497804,-1.7780128529585086,1
0.6547057037031101,0.8943523048205326,1
0.4155026142980106,-0.9235446567132176,0
-0.19602731230796547,-0.5907698188631366,1
-0.29971123732782745,1.296885192726673,0
1.5295796333931557,0.6694181934096611,0
0.5487451197783295,0.6766289895558858,1
-0.012242186606443108,-0.07566346148706628,1
-0.6736451873760739,-0.05586745005007389,1
2.2599469866262614,0.8690393292538257,1
-0.34211702342686306,-0.4719266521335214,1
