feature1,feature2,label
0.08462925794958576,-21.032266138267953,1
1.1572854834732305,-40.113863461080946,1
1.3387142883339909,20.20254284072692,1
3.3861859012105304,8.728890641591947,1
1.7575503907227643,-3.7222957883083607,1
-0.4187712152990415,-1.325693772460844,1
1.5602302099410263,123.16210562426431,1
1.3076390352188776,15.077367116680623,1
1.4652882302947567,-58.4339018809766,1
2.6428228145150205,37.596651634338706,1
2.291031947043047,-45.46937273973695,1
2.902794310936099,-70.09255313961404,1
2.0868570938002704,109.52278129049893,1
0.5094636748693117,-28.314886480138597,1
1.5996513650876412,-25.17378270580996,1
-0.05066343106613269,3.428148740301366,1
0.4376962862738951,23.67962153175908,1
0.5805757657661968,77.49672025087698,1
0.7167467076637629,-16.10307581028378,1
2.31351721736967,-61.543215821697764,1
1.7274599346041295,65.35713771412141,1
-0.10748323456122755,9.23169292661521,1
1.7598827942484236,39.09114358886552,1
0.26304928912191805,-66.02283065421382,1
2.0219415656168978,14.849233661659303,1
-1.2495071496541235,17.322410474848784,0
-2.1800247215784907,11.612684858050178,0
-1.2069275267013189,-35.71757090131839,0
0.36577451114475656,23.691646045589376,0
-2.6913034972026484,32.82768043169148,0
-2.4746816702273216,39.3542301871226,0
-0.34140442099259594,-41.034115917585524,0
-0.5366238707556782,20.639046346824916,0
-0.67793984000551,94.83964913269737,0
-1.7453881160028706,-37.68680821787448,0
-2.3895144296255233,-40.79051424827191,0
-1.5771017094141042,17.057598740832194,0
-1.223309200669981,41.35916245180119,0
-1.4869981081220929,72.67670385786585,0
-1.764656833237956,136.00845832948093,0
-0.8743326522349938,-42.857877820814124,0
-2.570892498061112,24.123620762159266,0
-1.7234627853258508,35.7000247046046,0
-1.0267623754264552,-3.641445632843639,0
-2.346793718068405,-75.74236123429323,0
-1.946514952067021,42.819939716173614,0
-1.285906255869796,-62.2869389355994,0
-1.326819074148818,19.265868986441838,0
-2.383857436201133,7.686255297276396,0
-1.4417912815540002,-57.14851489153116,0
