feature1,feature2,label
0.9003488101086363,1.4400552163070461,1
1.1982833587742239,0.9308683847795814,1
0.8917647042667999,-0.048321601391060134,1
1.528626339554543,0.5779526539588354,1
0.920851553209074,-1.6574863163096747,1
0.8830653971754269,0.4797785772589136,1
1.0164500759394506,0.3193408956437825,1
1.1893449474464919,-1.0045057007065035,1
1.6179720023293382,-0.4060571647581893,1
0.6489042872352755,0.4136673061202659,1
0.4878686246829915,0.18322882296009135,1
0.40094309468892886,-0.1312681386121685,1
0.738559597395535,-0.3233796766612848,1
0.42847372705692977,-0.03158631175938166,1
1.0849294434130232,0.6481669456657513,1
0.5983262126040265,0.03689217703217284,1
2.5451174108412338,0.2742753086318443,1
1.3378993994078634,0.3033338147744565,1
-0.19300418595332913,-0.17073564644431552,1
-0.49779265389890304,0.6029258571308406,1
2.1901990783463257,-0.37014936216946887,1
2.2344345422140197,-0.7851254792537208,1
0.16564608321967178,0.3869123424253941,1
0.42881333579407044,-0.3476527944597808,1
1.7603578943147415,-0.6822726936747112,1
0.8025049274625913,-0.08204990495640467,1
1.264983086452572,0.5125362530247916,1
0.9275002757682032,-0.8390943961102185,1
1.707024903395485,2.012752230911956,1
1.5742188505304378,0.3924280541541508,1
0.7370504604824568,-0.17647300904856827,1
0.027270586979753375,0.4321325937976906,1
0.9049490665631599,0.9015334697419954,1
0.2741039218379031,0.9550324963516565,1
0.7830303543702553,-0.4277819832482329,1
0.6618259556406219,-0.4262885812992791,1
-0.4618347083529579,0.44752539870428926,1
1.5420127668673322,0.8949985806133863,1
1.4936932135409933,0.4591841665808714,1
-0.17495142502600936,0.12817690725336278,1
-1.7932568617587363,-0.19535999769344023,0
-0.022366070573745733,0.022553610149350315,0
-2.829562540110712,-0.7011043411360507,0
-1.3972577044675796,-0.15796062008107037,0
-0.343383336287828,0.5857488881513041,0
-0.43149606727595735,0.16261488119613382,0
-1.2065753712180314,-0.25317320313716474,0
-0.6975194477529401,0.6537709832743522,0
0.08684369969740113,0.06553638522155553,0
-0.7936219187032848,1.0398015377860637,0
-1.7608196072133935,0.5748139691305669,0
-1.5515644413445386,1.1156681564490274,0
-0.015866946092610967,1.1513295972211763,0
0.07911909494685965,0.588425346252128,0
-1.7161660789118307,0.3463406113551629,0
-0.37298718147426213,0.3341464095469792,0
-1.0801713659445686,0.10982820267741139,0
-0.7286823339155988,-0.7183586075148536,0
-0.5245999692854426,0.388437260154846,0
-1.0922018481895535,0.4675259965153184,0
-0.18545219062346274,-0.7116670568810723,0
0.029467830013487406,0.7114247875421457,0
-0.2957227258504622,0.6981327131565542,0
-0.4999046122221924,0.0004547154452957705,0
-1.513306445897615,0.35870611519938755,0
-0.9069647036215536,-0.48555673044677244,0
0.23174029263214946,0.58837001046136,0
-1.217623113669731,-1.1020982003599418,0
-1.5866504413269389,0.34201439863954247,0
-1.1804098579741173,-0.9222334352019728,0
-0.8131761576426662,-0.11111930833412055,0
-1.2818337248481355,-0.871436125029966,0
-0.7657344151806432,-0.7507835678264435,0
-1.1488557226708036,0.8123968369126765,0
-0.128864092906681,-0.08965750265165424,0
-3.1556184037974133,0.5286562772286271,0
-1.6502536430653918,-0.9753607053520551,0
-0.48205165431030306,-1.2948495949640042,0
-0.5012702664142683,0.6335564519906971,0
-0.6481437905316687,0.14669133946565877,0
